Price,Close,High,Low,Open,Volume,MA20,MA50
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,
Date,,,,,,,
2022-05-11,144.02334594726562,152.8220388257889,143.3450083341386,150.90500752836365,142689800,157.68358917236327,161.51781677246095
2022-05-12,140.14993286132812,143.72839581595062,136.45350338099348,140.35638928215414,182602000,156.32741165161133,161.05073638916016
2022-05-13,144.6229705810547,145.59623911969186,140.69059426452904,142.14556930141248,113990900,155.44569702148436,160.67959503173827
2022-05-16,143.07955932617188,145.0260971333287,141.74255027718928,143.08939987118117,86643800,154.49760894775392,160.33766387939454
2022-05-17,146.71702575683594,147.2380646317424,144.20029128457014,146.34344505375913,78336300,153.617032623291,160.14446105957032
2022-05-18,138.4393768310547,144.86880836010556,137.53491667633742,144.36743555765233,109742900,152.33091735839844,159.8222229003906
2022-05-19,135.0279998779297,139.26513365262397,134.29067919785544,137.51522710531395,136095600,150.91399078369142,159.3235791015625
2022-05-20,135.26393127441406,138.3213549245238,130.36812621760984,136.73857261689477,137426100,149.73611297607422,158.91662872314453
2022-05-23,140.6906280517578,140.83808619870993,135.32292649026942,135.46055909436765,117726300,148.77607116699218,158.69262115478514
2022-05-24,137.98712158203125,139.5699040628069,135.0083469444269,138.42951103300464,104132700,147.97927551269532,158.49523529052735
2022-05-25,138.14439392089844,139.39291268865855,136.00124087715074,136.08971575030043,92482700,147.20163116455078,158.21323577880858
2022-05-26,141.34930419921875,141.89983463413682,134.82155832650707,135.0673319135833,90601500,146.23721923828126,157.90698516845703
2022-05-27,147.11024475097656,147.1495619264336,142.80428649817537,142.93209356986327,90978500,145.8548614501953,157.69573150634767
2022-05-31,146.32373046875,148.11296903172044,144.35754215822934,146.54985292505484,103718400,145.417960357666,157.40278015136718
2022-06-01,146.19598388671875,149.17475890329976,145.18338279118626,147.36585369453903,74286600,144.90006561279296,157.07978729248046
2022-06-02,148.65370178222656,148.712685042506,144.37723540201858,145.33083811208033,72348100,144.1840560913086,156.73841094970703
2022-06-03,142.9222412109375,145.46845161750497,142.01779633681872,144.4165336112239,88570300,143.63548889160157,156.25511596679686
2022-06-06,143.66941833496094,146.05834558258064,142.45037585050028,144.54437177114056,71598400,143.0879051208496,155.71098052978516
2022-06-07,146.19598388671875,146.48107468002564,141.66391782175316,141.9096914369881,67808200,142.92323989868163,155.2046160888672
2022-06-08,145.45863342285156,147.33633206027957,144.9670862924701,146.06814706425965,53950200,142.60127639770508,154.66622680664062
2022-06-09,140.22857666015625,145.44880522785593,140.12043568225837,144.5935179486459,69473000,142.41153793334962,153.95726959228514
2022-06-10,134.8117218017578,138.38034379484614,134.7428980025847,137.9084627463307,91437900,142.1446273803711,153.16333862304688
2022-06-13,129.6504669189453,132.9143318379119,129.21790307407372,130.62372056907952,122207100,141.39600219726563,152.32822296142578
2022-06-14,130.51560974121094,131.6265112355856,129.2572500842336,130.8793648770148,84784300,140.76780471801757,151.51629974365235
2022-06-15,133.1404571533203,135.01817091312645,129.9257495131237,132.01973022353556,91533000,140.0889762878418,150.6757891845703
2022-06-16,127.86124420166016,130.1518557555823,126.85848380018383,129.84709891808183,108123900,139.56006965637206,149.79605422973634
2022-06-17,129.33587646484375,130.83018391739205,127.61546153618984,127.87107564040531,134520300,139.27546348571778,149.00922592163087
2022-06-21,133.57301330566406,134.74289788395257,131.06613492456364,131.16443535080262,81000500,139.19091758728027,148.3010548400879
2022-06-22,133.06179809570312,135.4310435768621,131.64614013134977,132.5112527755898,73409200,138.80947608947753,147.6229069519043
2022-06-23,135.93243408203125,136.2470164136777,133.33706609243566,134.50695054622625,72433800,138.70674171447754,147.08737869262694
2022-06-24,139.26513671875,139.51091028418583,137.40708916408835,137.53488121755194,89116800,138.7627788543701,146.5810060119629
2022-06-27,139.26513671875,141.06420101783954,138.58679927801467,140.2875481505987,70207900,138.65857048034667,146.02083908081056
2022-06-28,135.11648559570312,140.99538542275212,134.99851907769516,139.72720035167993,67083400,138.05888252258302,145.47802352905273
2022-06-29,136.87620544433594,138.29186353568556,134.35948661563768,135.13613945781051,66242400,137.5865062713623,144.97472122192383
2022-06-30,134.40866088867188,136.0307605677301,131.50853555295868,134.9296996947126,98964500,136.99714012145995,144.3763233947754
2022-07-01,136.58131408691406,136.6894550838494,133.36660581596968,133.7401715319748,71051600,136.39352073669434,143.82471603393554
2022-07-05,139.1668243408203,139.2159820551499,134.6150930089742,135.44090360755794,73353800,136.20574989318848,143.34072189331056
2022-07-06,140.50384521484375,141.68355545577728,138.69495517869038,138.96039485817002,74064300,136.0474712371826,142.97436904907227
2022-07-07,143.87586975097656,144.07248562850194,140.857762778016,140.8675883216018,66253700,135.9314655303955,142.65405715942381
2022-07-08,144.55416870117188,145.0555563580384,142.5486630761882,142.80426217519934,64547800,135.88624229431153,142.4666798400879
2022-07-11,142.4208526611328,144.16093360400728,141.34928357800885,143.2073310252046,63141600,135.99585609436036,142.24115127563476
2022-07-12,143.39413452148438,145.94034514627222,142.597830542374,143.2958190916168,77588800,136.42497673034669,141.89628311157227
2022-07-13,143.03036499023438,143.97412691904796,139.71732769627775,140.57262975774523,71185600,137.09397163391114,141.66174240112304
2022-07-14,145.9600372314453,146.43191837704046,140.82828289550088,141.64425310609462,78140700,137.86619300842284,141.47970809936524
2022-07-15,147.63128662109375,148.30962416813094,145.69458942189468,147.24788039896364,76259900,138.59073448181152,141.30125625610353
2022-07-18,144.5836944580078,149.00761906982018,144.219939344917,148.1916489524308,81420900,139.4268569946289,140.9334523010254
2022-07-19,148.4472198486328,148.67332730777346,144.42636828869274,145.41928800129,82982400,140.38242416381837,140.8245249938965
2022-07-20,150.45272827148438,151.12124012126654,147.8278685836861,148.56518922635394,64823400,141.22640991210938,140.74115768432617
2022-07-21,152.7237091064453,152.93999105761137,149.37135386420036,151.8880729314102,65086600,142.2095054626465,140.8058460998535
2022-07-22,151.48500061035156,153.63797957756256,150.8165036712,152.76302623024424,66675400,142.9871337890625,140.7975880432129
2022-07-25,150.3643035888672,152.41896753212018,149.7056320616401,151.40638137823638,53623900,143.54209213256837,140.9244071960449
2022-07-26,149.03712463378906,150.5019257638896,148.25064607355188,149.6859555702162,55138700,144.03069152832032,141.10215103149415
2022-07-27,154.13934326171875,154.67022256546406,149.5876270137746,150.0005248051165,78620700,144.9818344116211,141.2924784851074
2022-07-28,154.68991088867188,154.9750016662387,151.7996109329514,154.32615575764223,81378700,145.87251968383788,141.5246855163574
2022-07-29,159.76263427734375,160.8637099904221,156.80352611275504,158.51411543428287,101786900,147.14021835327148,141.78559768676757
2022-08-01,158.77957153320312,160.82440969031893,158.17005780397355,158.28802433199732,67829400,148.25013122558593,142.19240158081055
2022-08-02,157.304931640625,159.66436723257505,156.9313659642097,157.39342153843546,59907000,149.15703659057618,142.63794021606446
2022-08-03,163.3214569091797,163.77367187577843,158.0324049028353,158.12087978749662,82507500,150.29791717529298,143.19909072875976
2022-08-04,163.00689697265625,164.3635721856505,161.650221759662,163.20351287288528,55474100,151.25446853637695,143.64541610717774
2022-08-05,162.78042602539062,163.27265590146177,160.4669395991908,160.67368275667272,56697000,152.1657814025879,144.14128219604493
2022-08-08,162.30789184570312,165.20220622926755,161.64830554399492,163.7845816314674,60276900,153.1601333618164,144.62455215454102
2022-08-09,162.35714721679688,163.24317026155526,160.7131007604691,161.47113919370653,63135500,154.10828399658203,145.0447090148926
2022-08-10,166.61000061035156,166.70843758837208,164.30635300401312,165.07423053223724,70170500,155.2872657775879,145.43470413208007
2022-08-11,165.87164306640625,168.33279265478845,165.57630211146738,167.4172371966445,57149200,156.28284606933593,145.8256623840332
2022-08-12,169.42555236816406,169.4944567489093,166.76749865896252,167.18098503009688,68039400,157.37255935668946,146.2902537536621
2022-08-15,170.4986114501953,170.69550042466776,168.6872088503834,168.85456522976827,54091700,158.66830520629884,146.7271519470215
2022-08-16,170.34112548828125,171.0105661502061,168.99241999315592,170.0950104696573,56377100,159.76300048828125,147.27552963256835
2022-08-17,171.8374786376953,173.4126054655057,169.88825224075944,170.0851412165275,79542000,160.8322380065918,147.83889083862306
2022-08-18,171.44371032714844,172.1820553587411,170.42971768549464,171.04993231896626,62290100,161.76823806762695,148.34384536743164
2022-08-19,168.85455322265625,171.04005523372263,168.6478100500787,170.34108214913311,70346300,162.6367156982422,148.81176376342773
2022-08-22,164.96592712402344,167.22033333660877,164.54260162126909,167.052976982108,69026800,163.366796875,149.30651077270508
2022-08-23,164.6312255859375,166.0882370598649,164.06023703885776,164.4835626089626,54147100,164.14650192260743,149.90290084838867
2022-08-24,164.92654418945312,165.49753265907893,163.6664368846458,164.71981604973067,53841500,164.68586196899415,150.60842239379883
2022-08-25,167.38772583007812,167.49601702656614,165.73384030735204,166.15715087983543,51218200,165.32075271606445,151.34586471557617
2022-08-26,161.07733154296875,168.3918767523516,161.01826634968077,167.91934018438116,78961000,165.3864875793457,151.90460220336914
2022-08-29,158.87213134765625,160.36849946589015,157.33637642429446,158.64569477233294,73314000,165.39111557006837,152.52481994628906
2022-08-30,156.44053649902344,160.03380935929164,155.26902673828752,159.6104987851323,77906200,165.34789581298827,153.06691314697267
2022-08-31,154.7767791748047,158.084564879281,154.69802058402368,157.81875651310324,87991100,164.92066192626953,153.49098846435547
2022-09-01,155.50527954101562,155.95812264539694,152.26639832599292,154.20578537018633,74229900,164.5455810546875,153.9398580932617
2022-09-02,153.38870239257812,157.86799816901853,152.56175963985066,157.26747699870455,76957800,164.07599487304688,154.28898345947266
2022-09-06,152.12857055664062,154.64878522236114,151.30162793601315,154.03842495785005,73714800,163.56702880859376,154.54625213623046
2022-09-07,153.53636169433594,154.2353197614945,151.22287508520006,152.41407808901712,87449600,163.1259895324707,154.83167663574218
2022-09-08,152.05966186523438,153.93012940950055,150.30730966413597,152.23685741248187,84923800,162.39847259521486,155.1705401611328
2022-09-09,154.92446899414062,155.36748802177217,152.34518854112125,153.05400095933032,68028800,161.85111389160156,155.5315054321289
2022-09-12,160.89028930664062,161.70739290272505,156.82447975379577,157.10996654198559,104956000,161.4243507385254,156.06113800048828
2022-09-13,151.44932556152344,158.04520467768552,150.98662815133733,157.4151508670422,122656600,160.4718864440918,156.35849822998046
2022-09-14,152.89646911621094,154.65866080063967,151.22289024182777,152.38454574724284,87965400,159.5996536254883,156.63309112548828
2022-09-15,150.00218200683594,152.82759273450344,149.02757611275885,152.24674985370382,90481100,158.5078887939453,156.82305786132812
2022-09-16,148.3581085205078,148.99801648832616,146.06431507986616,148.8601926989242,162278800,157.35360870361328,156.91270263671876
2022-09-19,152.07936096191406,152.15811955641868,146.78297692105565,146.98970508767258,81474200,156.51484909057618,157.0632064819336
2022-09-20,154.46173095703125,155.62340128977206,150.70110246996018,151.01612178316293,107689800,155.98963928222656,157.30402404785156
2022-09-21,151.3311767578125,156.2731696529989,151.21304637695786,154.89491678247586,101696800,155.32463684082032,157.46276489257812
2022-09-22,150.3664093017578,152.06952070873675,148.5648458969192,150.01200313979504,86652500,154.59663009643555,157.6094857788086
2022-09-23,148.09228515625,149.11613179254852,146.25135007934554,148.84048424162157,96029900,153.63185806274413,157.65213073730467
2022-09-26,148.42703247070312,151.38041235260212,147.31458790825445,147.33428131353384,93339400,152.99934310913085,157.66804565429686
2022-09-27,149.40164184570312,152.31565000946952,147.6197716771559,150.3664234461509,84442700,152.52581863403321,157.76440460205077
2022-09-28,147.51145935058594,148.29903022974963,142.58916013289422,145.34565069913458,146691400,152.07936477661133,157.74568939208984
2022-09-29,140.2658233642578,144.43993818318944,138.49379277972724,143.82957793472042,128138200,151.35381698608398,157.54195129394532
2022-09-30,136.05235290527344,140.8762153477741,135.85546393289223,139.0844911492741,124925300,150.38117065429688,157.20852416992187
2022-10-03,140.23629760742188,140.84667290730152,135.55027429699052,136.0621976067289,114311700,149.72355041503906,156.98355010986327
2022-10-04,143.82958984375,143.9477202186119,142.01817230643195,142.77621059568105,87830100,149.30860137939453,156.85285583496093
2022-10-05,144.12489318847656,145.08967450416395,140.7875754267863,141.83111532059078,79471000,148.83802795410156,156.75461120605468
2022-10-06,143.17001342773438,145.24722466977872,142.9632852357701,143.54411304208395,68402200,148.39354553222657,156.535224609375
2022-10-07,137.91299438476562,140.87622852536393,137.282940601211,140.32491832079495,85925600,147.5429718017578,156.19968627929688
2022-10-10,138.23785400390625,139.68501122355408,136.41661224606074,138.23785400390625,74899000,146.41035003662108,155.76919067382812
2022-10-11,136.82022094726562,139.15340092464973,136.07203689531147,137.7259221748937,77033700,145.67889480590821,155.33000366210936
2022-10-12,136.19015502929688,138.17876788392184,136.01295948883356,136.96788662576586,70433700,144.8435791015625,154.90770812988282
2022-10-13,140.76792907714844,141.35859601492572,132.28187436958524,132.89224973345455,113224000,144.38186645507812,154.45663757324218
2022-10-14,136.22958374023438,142.2741677227646,136.04253393109235,142.06742450695816,88598000,143.77544021606445,153.92109130859376
2022-10-17,140.19692993164062,140.67930564113678,138.09018646721276,138.87775734642221,85250900,143.1813186645508,153.46942138671875
2022-10-18,141.51608276367188,144.42023589257636,138.4248798871267,143.22904806022734,99136600,142.5340362548828,153.05358520507812
2022-10-19,141.6243896484375,142.69744724205523,139.3010638831592,139.488113651557,61758300,142.04869689941407,152.63893005371094
2022-10-20,141.1616973876953,143.6228470143876,140.43319169039492,140.7974520498777,64522000,141.58846130371094,152.12996398925782
2022-10-21,144.98143005371094,145.55241866280005,140.43321458728877,140.64979699148353,86548600,141.43291854858398,151.7121597290039
2022-10-24,147.12753295898438,147.89541049964913,143.73114921809554,144.90265893368223,75981900,141.36794357299806,151.26619934082032
2022-10-25,149.9726104736328,150.12028846465364,147.03892431633474,147.7575758033074,74732300,141.39649200439453,150.85567932128907
2022-10-26,147.02906799316406,149.62804110263616,145.73941311718505,148.61404877344168,88194300,141.37237243652345,150.38943817138673
2022-10-27,142.54978942871094,146.73374379544853,141.8902031311427,145.76897734753766,109180200,141.4865707397461,149.80368438720703
2022-10-28,153.3197784423828,155.05242232533004,145.52285843662315,145.89694295512044,164762400,142.34994201660157,149.4412057495117
2022-10-31,150.95709228515625,151.84311529516543,149.55916089247586,150.77989669615485,97943200,142.88598175048827,149.08325653076173
2022-11-01,148.30886840820312,153.0342786292701,146.81250027183614,152.67003329657965,80379300,143.10994567871094,148.75011535644532
2022-11-02,142.77622985839844,149.80527352264477,142.74669726069857,146.63531118174276,93604600,143.04251251220703,148.31301544189452
2022-11-03,136.72178649902344,140.58086724418428,136.59380191372105,139.8523615595117,97918500,142.7201011657715,147.74892028808594
2022-11-04,136.45555114746094,140.68588340372804,132.51117923439392,140.11394767074316,140814800,142.64722900390626,147.1302767944336
2022-11-07,136.988037109375,137.21483428526327,133.78323487446542,135.2032111952328,83374600,142.5847381591797,146.64849090576172
2022-11-08,137.55996704101562,139.46311921929427,135.57792562085092,138.457315240062,89908500,142.6217254638672,146.22224761962892
2022-11-09,132.9943389892578,136.623168532168,132.71823419264956,136.57386087993447,74917800,142.46193466186523,145.7533236694336
2022-11-10,144.8274688720703,144.8274688720703,137.5599685390709,139.27577571396307,118854000,142.66491165161133,145.5543374633789
2022-11-11,147.61813354492188,147.9238199974,142.36225553469492,143.79210256196848,93979700,143.2343391418457,145.39659454345704
2022-11-14,146.2178497314453,148.19003547375948,145.37966477232854,146.898256219997,73374100,143.53538513183594,145.25317749023438
2022-11-15,147.95335388183594,151.45398625521037,146.49394078253908,150.1030439634237,89868300,143.85724868774415,145.16967315673827
2022-11-16,146.7207489013672,147.78573098764542,145.24160962263343,147.05603190661645,64218300,144.11206665039063,145.0333609008789
2022-11-17,148.62391662597656,149.3733417806034,144.1174650466656,144.3935698429272,80389400,144.48517761230468,144.96464599609374
2022-11-18,149.18601989746094,150.57641479286625,147.88438481730566,150.19183908207188,74829600,144.69540710449218,144.84987701416014
2022-11-21,145.9516143798828,148.27879437989566,145.66565404043791,148.07172328326632,58724100,144.6366111755371,144.551103515625
2022-11-22,148.0914306640625,148.32809838668408,144.8866286056601,146.06995217218372,51804100,144.54255218505858,144.48394561767577
2022-11-23,148.9690704345703,149.71849566611712,147.26311878314957,147.3715896104273,58301400,144.6395523071289,144.40539764404298
2022-11-25,146.0502471923828,146.80954307968733,145.07400962299127,146.24746279975653,35195900,144.8145751953125,144.3263589477539
2022-11-28,142.21432495117188,144.6006680593858,141.38601049309779,143.12152865000314,69246000,144.25930252075196,144.2034832763672
2022-11-29,139.20675659179688,142.79613475713955,138.39816810033238,142.2833621487803,83763800,143.671785736084,143.94603118896484
2022-11-30,145.97132873535156,146.6517352342591,138.595358159877,139.43352808516767,111380900,143.5549087524414,143.77622314453126
2022-12-01,146.24746704101562,147.05607061526013,144.57111175984417,146.14886675776248,71250400,143.72847061157228,143.67454895019532
2022-12-02,145.75440979003906,145.94176987503505,143.62444521311474,143.93014669455255,65447400,144.18010177612305,143.58230895996093
2022-12-05,144.59083557128906,148.82116833526126,143.74279490633833,145.71498109956457,68826400,144.58686599731445,143.5122799682617
2022-12-06,140.92254638671875,145.25149381357704,139.94630895435972,145.02469664926164,64727200,144.78359146118163,143.36219024658203
2022-12-07,138.97996520996094,141.37616424281495,138.05303527991336,140.21258159638873,69721100,144.8545913696289,143.15375671386718
2022-12-08,140.66616821289062,141.52407940202735,139.1377360156072,140.380207847569,62128300,145.23818283081056,143.01685089111328
2022-12-09,140.1829833984375,143.54556411340621,138.94049659830839,140.3604729146931,76097000,145.0059585571289,143.01519409179687
2022-12-12,142.48057556152344,142.4904310742392,139.09826892356506,140.71546075742316,70462700,144.74908065795898,143.14375854492187
2022-12-13,143.4469451904297,147.8843635443182,142.23405505341051,147.420898645852,93886200,144.61053543090821,143.20797149658202
2022-12-14,141.2183837890625,144.6204015969479,139.19689014923398,143.32862218685506,82291200,144.27378692626954,143.1557473754883
2022-12-15,134.6016845703125,139.827980094081,134.1382196907759,139.14757356682156,98931900,143.6678337097168,142.965283203125
2022-12-16,132.63934326171875,135.73567419543238,131.87019204577976,134.78903348962257,160156900,142.8686050415039,142.75466979980467
2022-12-19,130.5291290283203,133.31977409731115,129.49374338835526,133.23102933615738,79592600,141.93576049804688,142.60699249267577
2022-12-20,130.46009826660156,131.39688354522443,128.0836106828586,129.56275008486864,77432800,141.16118469238282,142.4514373779297
